Site,Date,Plot,Species,% Cover,Notes,Block,Shelter,Plot_number,Population,Treatment,Scientific_Name,Native_Status,Growth_Habit,Growth_2,Perenniality,Rating,Rating_2,Source
OTL,4/15/25,H8,CORFIL,10,1,3,H,8,SEDG,Control,Corethrogyne filaginafolia,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/15/25,H8,CENMEL,1,1,3,H,8,SEDG,Control,Centaurea melitensis,Non-native,Forb,Forb,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,H8,MICCAL,1,7,3,H,8,SEDG,Control,Micropus californicus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,I1,Bare,15,NA,4,I,1,BORR,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,I1,Litter,20,NA,4,I,1,BORR,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,I1,AVEBAR,15,5,4,I,1,BORR,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,I1,BRODIA,10,5,4,I,1,BORR,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,I1,BROHOR,2,1,4,I,1,BORR,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,I1,VISCAT,5,4,4,I,1,BORR,Drought,NA,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,I1,MADGRA,1,1,4,I,1,BORR,Drought,Madia gracilis,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,I1,EPI-1,1,1,4,I,1,BORR,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,I1,TRIHIR,1,1,4,I,1,BORR,Drought,Trifolium hirtum,Non-native,Forb,Nfixer,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,I1,CLAPUR,1,6,4,I,1,BORR,Drought,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,I1,EROBOT,2,5,4,I,1,BORR,Drought,Erodium botrys,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/15/25,I1,TORARV,1,1,4,I,1,BORR,Drought,Torilis arvensis,Non-native,Forb,Forb,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,I2,Bare,18,NA,4,I,2,SEDG,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,I2,Litter,12,NA,4,I,2,SEDG,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,I2,AVEFAT,3,7,4,I,2,SEDG,Drought,Avena fatua,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,I2,AVEBAR,2,5,4,I,2,SEDG,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,I2,BRODIA,10,7,4,I,2,SEDG,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,I2,BROHOR,5,6,4,I,2,SEDG,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,I2,BROMAD,10,9,4,I,2,SEDG,Drought,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,I2,CENMEL,3,2,4,I,2,SEDG,Drought,Centaurea melitensis,Non-native,Forb,Forb,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,I2,EPI-1,1,1,4,I,2,SEDG,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,I2,STIPUL,1,1,4,I,2,SEDG,Drought,Stipa pulchra,Native,Grass,Grass,Perennial,Native,Native,CalFlora
OTL,4/15/25,I2,CORFIL,2,1,4,I,2,SEDG,Drought,Corethrogyne filaginafolia,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/15/25,I2,MICCAL,1,7,4,I,2,SEDG,Drought,Micropus californicus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/15/25,I2,ELYCAP,1,2,4,I,2,SEDG,Drought,Elymus caput-medusae,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,I3,Bare,12,NA,4,I,3,WWP,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,I3,Litter,6,NA,4,I,3,WWP,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/15/25,I3,AVEBAR,25,4,4,I,3,WWP,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,I3,BRODIA,6,3,4,I,3,WWP,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/15/25,I3,BROMAD,2,8,4,I,3,WWP,Drought,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/15/25,I3,BROHOR,4,4,4,I,3,WWP,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/15/25,I3,BROARE,2,10,4,I,3,WWP,Drought,Bromus arenarius,Non-native,Grass,Grass,Annual,Non-native,Non-native,CalFlora
OTL,4/16/25,I7,AVEBAR,3,5,4,I,7,MCL,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,I7,BROMAD,4,5,4,I,7,MCL,Drought,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/16/25,I7,BROHOR,8,5,4,I,7,MCL,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/16/25,I7,BRODIA,18,2,4,I,7,MCL,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,I7,LUPBIC,10,7,4,I,7,MCL,Drought,Lupinus bicolor,Native,Forb,Nfixer,Annual,Native,Native,CalFlora
OTL,4/16/25,I7,EPI-1,1,1,4,I,7,MCL,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,I7,MICCAL,1,6,4,I,7,MCL,Drought,Micropus californicus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,I7,ELYCAP,11,1,4,I,7,MCL,Drought,Elymus caput-medusae,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/16/25,I7,TRIHIR,1,1,4,I,7,MCL,Drought,Trifolium hirtum,Non-native,Forb,Nfixer,Annual,Limited,Invasive,Cal IPC
OTL,4/16/25,I7,CLAPUR,1,1,4,I,7,MCL,Drought,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,I7,HOLVIR,1,1,4,I,7,MCL,Drought,Holocarpha virgata,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,I7,PLAERE,1,7,4,I,7,MCL,Drought,Plantago erecta,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,I7,AVEFAT,3,6,4,I,7,MCL,Drought,Avena fatua,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,I7,LACSER,1,1,4,I,7,MCL,Drought,Lactuca serriola,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/16/25,I8,Bare,8,NA,4,I,8,ANGELO,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/16/25,I8,Litter,5,NA,4,I,8,ANGELO,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/16/25,I8,AVEBAR,3,NA,4,I,8,ANGELO,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,I8,BROHOR,25,5,4,I,8,ANGELO,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/16/25,I8,BRODIA,0,NA,4,I,8,ANGELO,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,I8,EPI-1,1,1,4,I,8,ANGELO,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,I8,DAUPUS,1,1,4,I,8,ANGELO,Drought,Daucus pusillus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,I8,MADGRA,14,NA,4,I,8,ANGELO,Drought,Madia gracilis,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,I8,GALPAR,7,8,4,I,8,ANGELO,Drought,Galium parisiense,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/16/25,I8,HYPGLA,2,2,4,I,8,ANGELO,Drought,Hypochaeris glabra,Non-native,Forb,Forb,Annual,Limited,Invasive,Cal IPC
OTL,4/16/25,I8,SANBIP,1,1,4,I,8,ANGELO,Drought,Sanicula bipinnatifida,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/16/25,I8,CLAPUR,1,1,4,I,8,ANGELO,Drought,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,I8,AIRCAR,1,2,4,I,8,ANGELO,Drought,Aira caryophyllea,Non-native,Grass,Grass,Annual,Non-native,Non-native,CalFlora
OTL,4/16/25,J1,Bare,20,NA,5,J,1,BORR,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/16/25,J1,Litter,15,NA,5,J,1,BORR,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/16/25,J1,AVEBAR,13,4,5,J,1,BORR,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,J1,BROHOR,7,5,5,J,1,BORR,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/16/25,J1,BRODIA,4,4,5,J,1,BORR,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,J1,CLAPUR,1,6,5,J,1,BORR,Drought,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,J1,DAUPUS,1,1,5,J,1,BORR,Drought,Daucus pusillus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,J1,MADGRA,4,4,5,J,1,BORR,Drought,Madia gracilis,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,J1,VISCAT,2,1,5,J,1,BORR,Drought,NA,NA,NA,NA,NA,NA,NA,NA
OTL,4/16/25,J1,LUPBIC,1,1,5,J,1,BORR,Drought,Lupinus bicolor,Native,Forb,Nfixer,Annual,Native,Native,CalFlora
OTL,4/16/25,J1,TRIHIR,1,1,5,J,1,BORR,Drought,Trifolium hirtum,Non-native,Forb,Nfixer,Annual,Limited,Invasive,Cal IPC
OTL,4/16/25,J1,GALPAR,1,8,5,J,1,BORR,Drought,Galium parisiense,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/16/25,J1,TORARV,1,1,5,J,1,BORR,Drought,Torilis arvensis,Non-native,Forb,Forb,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,J1,GERDIS,1,7,5,J,1,BORR,Drought,Geranium dissectum,Non-native,Forb,Forb,Annual,Limited,Invasive,Cal IPC
OTL,4/16/25,J1,EROBOT,1,8,5,J,1,BORR,Drought,Erodium botrys,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/16/25,J2,Bare,5,NA,5,J,2,ANGELO,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/16/25,J2,Litter,5,NA,5,J,2,ANGELO,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/16/25,J2,AVEBAR,20,4,5,J,2,ANGELO,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,J2,BRODIA,5,2,5,J,2,ANGELO,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,J2,BROHOR,12,4,5,J,2,ANGELO,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/16/25,J2,ESCCAL,25,4,5,J,2,ANGELO,Drought,Eschscholzia californica,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/16/25,J2,GALPAR,6,8,5,J,2,ANGELO,Drought,Galium parisiense,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/16/25,J2,CLAPUR,1,2,5,J,2,ANGELO,Drought,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,J2,MADGRA,3,1,5,J,2,ANGELO,Drought,Madia gracilis,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,J2,EPI-1,1,1,5,J,2,ANGELO,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,J2,HYPGLA,3,1,5,J,2,ANGELO,Drought,Hypochaeris glabra,Non-native,Forb,Forb,Annual,Limited,Invasive,Cal IPC
OTL,4/16/25,J2,LACSER,1,1,5,J,2,ANGELO,Drought,Lactuca serriola,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/16/25,J3,Bare,35,NA,5,J,3,MCL,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/16/25,J3,Litter,6,NA,5,J,3,MCL,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/16/25,J3,AVEBAR,7,5,5,J,3,MCL,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,J3,BRODIA,7,2,5,J,3,MCL,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,J3,BROHOR,2,5,5,J,3,MCL,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/16/25,J3,BROMAD,2,2,5,J,3,MCL,Drought,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/16/25,J3,HOLVIR,2,1,5,J,3,MCL,Drought,Holocarpha virgata,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,J3,GALPAR,1,1,5,J,3,MCL,Drought,Galium parisiense,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/16/25,J3,EPI-1,1,1,5,J,3,MCL,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,J3,CLAPUR,1,2,5,J,3,MCL,Drought,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,J3,ELYCAP,5,1,5,J,3,MCL,Drought,Elymus caput-medusae,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/16/25,J3,PLAERE,1,9,5,J,3,MCL,Drought,Plantago erecta,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,J4,Bare,15,NA,5,J,4,WWP,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/16/25,J4,Litter,20,NA,5,J,4,WWP,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/16/25,J4,AVEBAR,20,4,5,J,4,WWP,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,J4,BROMAD,3,6,5,J,4,WWP,Drought,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/16/25,J4,BRODIA,20,5,5,J,4,WWP,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,J4,EROCIC,5,5,5,J,4,WWP,Drought,Erodium cicutarium,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/16/25,J4,SALCOL,1,5,5,J,4,WWP,Drought,NA,NA,NA,NA,NA,NA,NA,NA
OTL,4/16/25,J4,BROARE,2,9,5,J,4,WWP,Drought,Bromus arenarius,Non-native,Grass,Grass,Annual,Non-native,Non-native,CalFlora
OTL,4/16/25,J5,Bare,10,NA,5,J,5,SEDG,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/16/25,J5,Litter,20,NA,5,J,5,SEDG,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/16/25,J5,AVEBAR,10,NA,5,J,5,SEDG,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,J5,AVEFAT,2,8,5,J,5,SEDG,Drought,Avena fatua,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,J5,BRODIA,10,8,5,J,5,SEDG,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,J5,BROHOR,4,7,5,J,5,SEDG,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/16/25,J5,BROMAD,6,9,5,J,5,SEDG,Drought,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/16/25,J5,CENMEL,9,2,5,J,5,SEDG,Drought,Centaurea melitensis,Non-native,Forb,Forb,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,J5,CORFIL,8,1,5,J,5,SEDG,Drought,Corethrogyne filaginafolia,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/16/25,J5,STIPUL,3,1,5,J,5,SEDG,Drought,Stipa pulchra,Native,Grass,Grass,Perennial,Native,Native,CalFlora
OTL,4/16/25,J5,EPI-1,1,1,5,J,5,SEDG,Drought,Epilobium brachycarpum,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,J6,Bare,15,NA,5,J,6,MCL,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/16/25,J6,Litter,15,NA,5,J,6,MCL,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/16/25,J6,AVEBAR,17,4,5,J,6,MCL,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,J6,BROHOR,6,6,5,J,6,MCL,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/16/25,J6,BRODIA,4,6,5,J,6,MCL,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,J6,BROMAD,2,5,5,J,6,MCL,Drought,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/16/25,J6,CLAPUR,1,6,5,J,6,MCL,Drought,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,J6,HOLVIR,7,1,5,J,6,MCL,Drought,Holocarpha virgata,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,J6,UNKCAR,3,1,5,J,6,MCL,Drought,Anthriscus caucalis,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/16/25,J6,PLAERE,1,10,5,J,6,MCL,Drought,Plantago erecta,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,J6,MICCAL,1,10,5,J,6,MCL,Drought,Micropus californicus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,J7,Bare,50,NA,5,J,7,WWP,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/16/25,J7,Litter,7,NA,5,J,7,WWP,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/16/25,J7,AVEBAR,7,5,5,J,7,WWP,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,J7,BRODIA,4,4,5,J,7,WWP,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,J7,BROMAD,2,5,5,J,7,WWP,Drought,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/16/25,J7,BROARE,3,9,5,J,7,WWP,Drought,Bromus arenarius,Non-native,Grass,Grass,Annual,Non-native,Non-native,CalFlora
OTL,4/16/25,J7,EROCIC,2,6,5,J,7,WWP,Drought,Erodium cicutarium,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/16/25,J7,UNKCAR,4,1,5,J,7,WWP,Drought,Anthriscus caucalis,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
OTL,4/16/25,J7,SALCOL,1,6,5,J,7,WWP,Drought,NA,NA,NA,NA,NA,NA,NA,NA
OTL,4/16/25,J7,ESCCAL,1,1,5,J,7,WWP,Drought,Eschscholzia californica,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/16/25,J7,AMSMEN,2,7,5,J,7,WWP,Drought,Amsinckia menziesii,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,J8,Bare,19,NA,5,J,8,SEDG,Drought,Bare Ground,NA,NA,NA,NA,NA,NA,NA
OTL,4/16/25,J8,Litter,13,NA,5,J,8,SEDG,Drought,Litter,NA,NA,NA,NA,NA,NA,NA
OTL,4/16/25,J8,AVEFAT,1,9,5,J,8,SEDG,Drought,Avena fatua,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,J8,AVEBAR,3,5,5,J,8,SEDG,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,J8,BRODIA,15,7,5,J,8,SEDG,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,J8,BROHOR,3,6,5,J,8,SEDG,Drought,Bromus hordeaceus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
OTL,4/16/25,J8,BROMAD,2,8,5,J,8,SEDG,Drought,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
OTL,4/16/25,J8,STIPUL,10,4,5,J,8,SEDG,Drought,Stipa pulchra,Native,Grass,Grass,Perennial,Native,Native,CalFlora
OTL,4/16/25,J8,CENMEL,6,2,5,J,8,SEDG,Drought,Centaurea melitensis,Non-native,Forb,Forb,Annual,Moderate,Invasive,Cal IPC
OTL,4/16/25,J8,ESCCAL,5,1,5,J,8,SEDG,Drought,Eschscholzia californica,Native,Forb,Forb,Perennial,Native,Native,CalFlora
OTL,4/16/25,J8,MICCAL,1,8,5,J,8,SEDG,Drought,Micropus californicus,Native,Forb,Forb,Annual,Native,Native,CalFlora
OTL,4/16/25,J8,CORFIL,6,1,5,J,8,SEDG,Drought,Corethrogyne filaginafolia,Native,Forb,Forb,Perennial,Native,Native,CalFlora
